original id,AbdomenAtlas_id
autoPET_PETCT_c517c47bed,BDMAP_00004859
MSD-Hepatic_hepaticvessel_156,BDMAP_00004860
TCIAColon_TCIAColon_0037_0_3,BDMAP_00004861
autoPET_PETCT_e9be8ec30f,BDMAP_00004862
TCIAColon_TCIAColon_0168_0_3,BDMAP_00004863
TotalSegmentator_s0529,BDMAP_00004864
TCIAColon_TCIAColon_0176_0_1,BDMAP_00004865
MSD-Liver_liver_60,BDMAP_00004866
KiTS21_img0168,BDMAP_00004867
autoPET_PETCT_c4a686881e,BDMAP_00004868
CT-ORG_volume-94,BDMAP_00004869
KiTS21_img0181,BDMAP_00004870
autoPET_PETCT_bfd89440db,BDMAP_00004871
TCIAColon_TCIAColon_0279_0_2,BDMAP_00004872
autoPET_PETCT_154e94256c,BDMAP_00004873
AbdomenCT-1K_Case_00023_0000,BDMAP_00004874
TCIAColon_TCIAColon_0140_0_3,BDMAP_00004875
Decathlon_colon_162,BDMAP_00004876
autoPET_PETCT_61663450f8,BDMAP_00004877
LiTS_liver_76,BDMAP_00004878
autoPET_PETCT_21853fc15b,BDMAP_00004879
Decathlon_pancreas_056,BDMAP_00004880
autoPET_PETCT_af547fa618,BDMAP_00004881
FLARE23Val_FLARE23_Ts_0071_0000,BDMAP_00004882
TotalSegmentator_s0355,BDMAP_00004883
TCIAColon_TCIAColon_0045_0_3,BDMAP_00004884
MSD-Pancreas_pancreas_344,BDMAP_00004885
KiTS19-21_case_00109,BDMAP_00004886
KiTS21_img0213,BDMAP_00004887
CT-ORG_volume-44,BDMAP_00004888
MSD-HepaticVessel_hepaticvessel_349,BDMAP_00004889
LiTS_liver_29,BDMAP_00004890
TCIA-CPTAC-PDA_CPTAC-PDA-C3N-03039_3_1,BDMAP_00004891
TCIA-CPTAC-CCRCC_CPTAC-CCRCC-C3N-00380_0_3,BDMAP_00004892
autoPET_PETCT_cd2ef932b5,BDMAP_00004893
MSD-Colon_colon_148,BDMAP_00004894
AbdomenCT-1K_Case_00632_0000,BDMAP_00004895
MSD-Liver_liver_151,BDMAP_00004896
KiTS23_case_00423,BDMAP_00004897
AbdomenCT-1K_Case_00990_0000,BDMAP_00004898
WORD_word_0059,BDMAP_00004899
TotalSegmentator_s1111,BDMAP_00004900
KiTS21_img0250,BDMAP_00004901
TCIAColon_TCIAColon_0246_0_3,BDMAP_00004902
KiTS23_case_00534,BDMAP_00004903
TCIA-CPTAC-UCEC_CPTAC-UCEC-C3L-01247_0_2,BDMAP_00004904
TotalSegmentator_s1247,BDMAP_00004905
AbdomenCT-1K_Case_00818_0000,BDMAP_00004906
autoPET_PETCT_e0aa99fa04,BDMAP_00004907
autoPET_PETCT_13f476b02b,BDMAP_00004908
AbdomenCT-1K_Case_00834_0000,BDMAP_00004909
MSD-Colon_colon_038,BDMAP_00004910
autoPET_PETCT_e4749cda88,BDMAP_00004911
AMOS_amos_0116,BDMAP_00004912
BTCV_img0027,BDMAP_00004913
autoPET_PETCT_7365362464,BDMAP_00004914
TotalSegmentator_s0141,BDMAP_00004915
TotalSegmentator_s0462,BDMAP_00004916
AbdomenCT-1K_Case_00104_0000,BDMAP_00004917
autoPET_PETCT_ddca6cfba6,BDMAP_00004918
TotalSegmentator_s1124,BDMAP_00004919
AbdomenCT-1K_Case_00546_0000,BDMAP_00004920
TotalSegmentator_s0835,BDMAP_00004921
KiTS23_case_00458,BDMAP_00004922
TCIA-CPTAC-PDA_CPTAC-PDA-C3N-01375_0_2,BDMAP_00004923
autoPET_PETCT_3a4be713a1,BDMAP_00004924
KiTS21_img0206,BDMAP_00004925
TCIA-CPTAC-UCEC_CPTAC-UCEC-C3N-00866_0_1,BDMAP_00004926
Decathlon_pancreas_086,BDMAP_00004927
AbdomenCT-1K_Case_00792_0000,BDMAP_00004928
TCIA-CPTAC-UCEC_CPTAC-UCEC-C3N-00866_3_3,BDMAP_00004929
MSD-Hepatic_hepaticvessel_392,BDMAP_00004930
AbdomenCT-1K_Case_00538_0000,BDMAP_00004931
autoPET_PETCT_3708f576ec,BDMAP_00004932
autoPET_PETCT_a7b323b3fd,BDMAP_00004933
FLARE23Val_FLARE23_Ts_0025_0000,BDMAP_00004934
TotalSegmentator_s0403,BDMAP_00004935
TotalSegmentator_s1262,BDMAP_00004936
AMOS_amos_0075,BDMAP_00004937
Decathlon_hepaticvessel_305,BDMAP_00004938
TCIAColon_TCIAColon_0106_0_4,BDMAP_00004939
FLARE23Val_FLARE23_Ts_0054_0000,BDMAP_00004940
AMOS_amos_0226,BDMAP_00004941
FLARE23Val_FLARE23_Ts_0012_0000,BDMAP_00004942
LiTS_liver_87,BDMAP_00004943
TCIAColon_TCIAColon_0145_0_3,BDMAP_00004944
AbdomenCT-1K_Case_00542_0000,BDMAP_00004945
TCIAColon_TCIAColon_0010_0_1,BDMAP_00004946
autoPET_PETCT_b52920038c,BDMAP_00004947
autoPET_PETCT_f24f3ce1da,BDMAP_00004948
TCIAColon_TCIAColon_0003_0_1,BDMAP_00004949
MSD-Colon_colon_178,BDMAP_00004950
autoPET_PETCT_b04be2846e,BDMAP_00004951
autoPET_PETCT_b1d6679284,BDMAP_00004952
CHAOS_24_image,BDMAP_00004953
MSD-Pancreas_pancreas_242,BDMAP_00004954
MSD-HepaticVessel_hepaticvessel_335,BDMAP_00004955
KiTS23_case_00486,BDMAP_00004956
TCIAColon_TCIAColon_0075_0_3,BDMAP_00004957
TCIAColon_TCIAColon_0208_0_1,BDMAP_00004958
Decathlon_hepaticvessel_062,BDMAP_00004959
Decathlon_lung_051,BDMAP_00004960
TotalSegmentator_s0248,BDMAP_00004961
TotalSegmentator_s0362,BDMAP_00004962
TCIAColon_TCIAColon_0108_0_1,BDMAP_00004963
Decathlon_pancreas_093,BDMAP_00004964
MSD-Pancreas_pancreas_060,BDMAP_00004965
MSD-Hepatic_hepaticvessel_170,BDMAP_00004966
AbdomenCT-1K_Case_01026_0000,BDMAP_00004967
KiTS19-21_case_00140,BDMAP_00004968
Decathlon_pancreas_043,BDMAP_00004969
autoPET_PETCT_f082a3d319,BDMAP_00004970
MSD-HepaticVessel_hepaticvessel_030,BDMAP_00004971
TCIAColon_TCIAColon_0156_0_2,BDMAP_00004972
autoPET_PETCT_8fea5f0537,BDMAP_00004973
MSD-Hepatic_hepaticvessel_346,BDMAP_00004974
autoPET_PETCT_f8aac0e202,BDMAP_00004975
MSD-HepaticVessel_hepaticvessel_235,BDMAP_00004976
TotalSegmentator_s1131,BDMAP_00004977
autoPET_PETCT_a2676f03c0,BDMAP_00004978
FLARE23Val_FLARE23_Ts_0049_0000,BDMAP_00004979
KiTS21_img0267,BDMAP_00004980
KiTS23_case_00495,BDMAP_00004981
TCIA-CPTAC-PDA_CPTAC-PDA-C3N-01715_0_4,BDMAP_00004982
TCIAColon_TCIAColon_0142_0_3,BDMAP_00004983
CT-ORG_volume-136,BDMAP_00004984
TotalSegmentator_s0406,BDMAP_00004985
autoPET_PETCT_556b56485a,BDMAP_00004986
MSD-Liver_liver_139,BDMAP_00004987
MSD-Pancreas_pancreas_151,BDMAP_00004988
autoPET_PETCT_0fa313309d,BDMAP_00004989
KiTS21_img0132,BDMAP_00004990
CT-ORG_volume-98,BDMAP_00004991
Decathlon_pancreas_279,BDMAP_00004992
MSD-HepaticVessel_hepaticvessel_307,BDMAP_00004993
autoPET_PETCT_df2e16771a,BDMAP_00004994
LiTS_liver_63,BDMAP_00004995
MSD-Spleen_spleen_44,BDMAP_00004996
AMOS_amos_0403,BDMAP_00004997
MSD-Liver_liver_31,BDMAP_00004998
WORD_word_0004,BDMAP_00004999
CT-ORG_volume-125,BDMAP_00005000
MSD-Colon_colon_205,BDMAP_00005001
TCIA-CPTAC-PDA_CPTAC-PDA-C3N-03426_0_5,BDMAP_00005002
TCIAColon_TCIAColon_0249_0_3,BDMAP_00005003
AbdomenCT-1K_Case_01007_0000,BDMAP_00005004
MSD-Colon_colon_089,BDMAP_00005005
KiTS21_img0252,BDMAP_00005006
autoPET_PETCT_631b419cef,BDMAP_00005007
MSD-Pancreas_pancreas_433,BDMAP_00005008
KiTS23_case_00430,BDMAP_00005009
autoPET_PETCT_a25083ff81,BDMAP_00005010
MSD-HepaticVessel_hepaticvessel_367,BDMAP_00005011
MSD-Colon_colon_004,BDMAP_00005012
WORD_word_0141,BDMAP_00005013
MSD-Hepatic_hepaticvessel_162,BDMAP_00005014
TCIAColon_TCIAColon_0218_0_1,BDMAP_00005015
MSD-Colon_colon_039,BDMAP_00005016
KiTS23_case_00435,BDMAP_00005017
autoPET_PETCT_1ac497ed9d,BDMAP_00005018
TotalSegmentator_s0975,BDMAP_00005019
Decathlon_pancreas_274,BDMAP_00005020
NIH-Lymph_NIH-LYMPH-ABD-010_0_0,BDMAP_00005021
Decathlon_pancreas_138,BDMAP_00005022
TCIA-LDCT_LDCT-L221_0_1,BDMAP_00005023
AbdomenCT-1K_Case_00216_0000,BDMAP_00005024
TotalSegmentator_s0408,BDMAP_00005025
TCIAColon_TCIAColon_0159_0_3,BDMAP_00005026
autoPET_PETCT_76ebd5c736,BDMAP_00005027
WORD_word_0058,BDMAP_00005028
FLARE23Val_FLARE23_Ts_0069_0000,BDMAP_00005029
KiTS19-21_case_00053,BDMAP_00005030
autoPET_PETCT_dec9ff6a91,BDMAP_00005031
Decathlon_lung_036,BDMAP_00005032
TCIA-CPTAC-UCEC_CPTAC-UCEC-C3N-01008_1_7,BDMAP_00005033
autoPET_PETCT_62a78a061f,BDMAP_00005034
AMOS_amos_0197,BDMAP_00005035
TotalSegmentator_s0192,BDMAP_00005036
AbdomenCT-12organ_Organ12_0044_0000,BDMAP_00005037
TCGA-OV_TCGA-OV-61-2614_0_1,BDMAP_00005038
TCIA-CPTAC-CCRCC_CPTAC-CCRCC-C3L-01465_0_6,BDMAP_00005039
FLARE23Val_FLARE23_Ts_0034_0000,BDMAP_00005040
TCGA-BLCA_TCGA-BLCA-4Z-AA82_0_3,BDMAP_00005041
TCIA-CPTAC-UCEC_CPTAC-UCEC-C3N-00866_3_2,BDMAP_00005042
autoPET_PETCT_1774857f8e,BDMAP_00005043
WORD_word_0008,BDMAP_00005044
TotalSegmentator_s0522,BDMAP_00005045
TCGA-BLCA_TCGA-BLCA-DK-A1A6_0_3,BDMAP_00005046
MSD-Colon_colon_090,BDMAP_00005047
TotalSegmentator_s0431,BDMAP_00005048
WORD_word_0071,BDMAP_00005049
AMOS_amos_0184,BDMAP_00005050
autoPET_PETCT_c852dfc0a5,BDMAP_00005051
TCIAColon_TCIAColon_0126_0_3,BDMAP_00005052
AMOS_amos_0242,BDMAP_00005053
MSD-Liver_liver_189,BDMAP_00005054
TCIA-CPTAC-CCRCC_CPTAC-CCRCC-C3L-01465_0_4,BDMAP_00005055
autoPET_PETCT_185da4c8b6,BDMAP_00005056
Decathlon_hepaticvessel_318,BDMAP_00005057
Decathlon_lung_073,BDMAP_00005058
FLARE23Val_FLARE23_Ts_0056_0000,BDMAP_00005059
FLARE23Val_FLARE23_Ts_0075_0000,BDMAP_00005060
autoPET_PETCT_98cd91d44e,BDMAP_00005061
TotalSegmentator_s0812,BDMAP_00005062
MSD-Pancreas_pancreas_264,BDMAP_00005063
MSD-Pancreas_pancreas_295,BDMAP_00005064
Decathlon_liver_50,BDMAP_00005065
autoPET_PETCT_59e6d1de22,BDMAP_00005066
MSD-Colon_colon_108,BDMAP_00005067
MSD-HepaticVessel_hepaticvessel_179,BDMAP_00005068
TCIA-CPTAC-CCRCC_CPTAC-CCRCC-C3L-01958_0_9,BDMAP_00005069
Decathlon_pancreas_217,BDMAP_00005070
AbdomenCT-1K_Case_00815_0000,BDMAP_00005071
TotalSegmentator_s0120,BDMAP_00005072
MSD-Colon_colon_161,BDMAP_00005073
Decathlon_pancreas_021,BDMAP_00005074
Decathlon_pancreas_380,BDMAP_00005075
TCIAColon_TCIAColon_0204_0_3,BDMAP_00005076
KiTS21_img0207,BDMAP_00005077
MSD-Pancreas_pancreas_283,BDMAP_00005078
AbdomenCT-1K_Case_00249_0000,BDMAP_00005079
Decathlon_hepaticvessel_185,BDMAP_00005080
KiTS23_case_00439,BDMAP_00005081
MSD-Hepatic_hepaticvessel_126,BDMAP_00005082
AbdomenCT-1K_Case_00259_0000,BDMAP_00005083
MSD-Hepatic_hepaticvessel_149,BDMAP_00005084
KiTS21_img0146,BDMAP_00005085
AbdomenCT-1K_Case_00753_0000,BDMAP_00005086
TCIAColon_TCIAColon_0034_0_1,BDMAP_00005087
autoPET_PETCT_0e9a98ecda,BDMAP_00005088
TotalSegmentator_s1379,BDMAP_00005089
Decathlon_hepaticvessel_444,BDMAP_00005090
autoPET_PETCT_f11f3d3692,BDMAP_00005091
MSD-Pancreas_pancreas_025,BDMAP_00005092
AbdomenCT-1K_Case_00064_0000,BDMAP_00005093
autoPET_PETCT_a37c4e231f,BDMAP_00005094
autoPET_PETCT_07b7e9abfc,BDMAP_00005095
TotalSegmentator_s0038,BDMAP_00005096
MSD-Liver_liver_4,BDMAP_00005097
TotalSegmentator_s0764,BDMAP_00005098
KiTS23_case_00433,BDMAP_00005099
autoPET_PETCT_7ce196485f,BDMAP_00005100
MSD-HepaticVessel_hepaticvessel_174,BDMAP_00005101
autoPET_PETCT_48d5467561,BDMAP_00005102
MSD-Hepatic_hepaticvessel_073,BDMAP_00005103
MSD-Hepatic_hepaticvessel_232,BDMAP_00005104
KiTS21_img0035,BDMAP_00005105
Decathlon_hepaticvessel_209,BDMAP_00005106
autoPET_PETCT_4d7b745a7b,BDMAP_00005107
MSD-Pancreas_pancreas_278,BDMAP_00005108
MSD-Pancreas_pancreas_163,BDMAP_00005109
TCIA-Pancreas-CT_PANCREAS_0020,BDMAP_00005110
TCIAColon_TCIAColon_0056_0_2,BDMAP_00005111
MSD-HepaticVessel_hepaticvessel_336,BDMAP_00005112
KiTS21_img0136,BDMAP_00005113
KiTS21_img0023,BDMAP_00005114
TotalSegmentator_s0728,BDMAP_00005115
TCIAColon_TCIAColon_0109_0_2,BDMAP_00005116
TotalSegmentator_s0797,BDMAP_00005117
AbdomenCT-1K_Case_00855_0000,BDMAP_00005118
AbdomenCT-1K_Case_00281_0000,BDMAP_00005119
KiTS23_case_00570,BDMAP_00005120
AbdomenCT-1K_Case_00721_0000,BDMAP_00005121
AMOS_amos_0172,BDMAP_00005122
TCIAColon_TCIAColon_0014_0_0,BDMAP_00005123
MSD-Hepatic_hepaticvessel_352,BDMAP_00005124
TCIA-CPTAC-CCRCC_CPTAC-CCRCC-C3N-00492_0_4,BDMAP_00005125
TotalSegmentator_s0913,BDMAP_00005126
AbdomenCT-1K_Case_00673_0000,BDMAP_00005127
autoPET_PETCT_bacc741e2c,BDMAP_00005128
TCIAColon_TCIAColon_0257_0_2,BDMAP_00005129
LiTS_liver_88,BDMAP_00005130
TotalSegmentator_s0578,BDMAP_00005131
Decathlon_hepaticvessel_218,BDMAP_00005132
TCIAColon_TCIAColon_0035_0_3,BDMAP_00005133
autoPET_PETCT_c018b45a49,BDMAP_00005134
TCIA-CPTAC-UCEC_CPTAC-UCEC-C3N-01171_0_8,BDMAP_00005135
AbdomenCT-1K_Case_00734_0000,BDMAP_00005136
autoPET_PETCT_a57bd6b006,BDMAP_00005137
TCIAColon_TCIAColon_0085_0_2,BDMAP_00005138
Decathlon_liver_15,BDMAP_00005139
MSD-Pancreas_pancreas_214,BDMAP_00005140
MSD-Pancreas_pancreas_169,BDMAP_00005141
BTCV_img0065,BDMAP_00005142
TCIAColon_TCIAColon_0119_0_3,BDMAP_00005143
WORD_word_0150,BDMAP_00005144
autoPET_PETCT_dd68a71e0a,BDMAP_00005145
Decathlon_hepaticvessel_166,BDMAP_00005146
AMOS_amos_0395,BDMAP_00005147
KiTS19-21_case_00042,BDMAP_00005148
autoPET_PETCT_ca89066e44,BDMAP_00005149
KiTS19-21_prediction_00284,BDMAP_00005150
KiTS23_case_00474,BDMAP_00005151
KiTS19-21_case_00137,BDMAP_00005152
MSD-Pancreas_pancreas_314,BDMAP_00005153
KiTS21_img0244,BDMAP_00005154
MSD-Pancreas_pancreas_166,BDMAP_00005155
autoPET_PETCT_3f5a9f616f,BDMAP_00005156
KiTS21_img0290,BDMAP_00005157
TCIAColon_TCIAColon_0059_0_4,BDMAP_00005158
autoPET_PETCT_44c04dcf65,BDMAP_00005159
MSD-Colon_colon_144,BDMAP_00005160
Decathlon_hepaticvessel_308,BDMAP_00005161
AMOS_amos_0158,BDMAP_00005162
MSD-Pancreas_pancreas_359,BDMAP_00005163
TotalSegmentator_s0190,BDMAP_00005164
autoPET_PETCT_36870de2f2,BDMAP_00005165
KiTS19-21_prediction_00275,BDMAP_00005166
KiTS23_case_00422,BDMAP_00005167
CT-ORG_volume-17,BDMAP_00005168
AbdomenCT-1K_Case_00618_0000,BDMAP_00005169
MSD-Colon_colon_154,BDMAP_00005170
KiTS19-21_case_00067,BDMAP_00005171
autoPET_PETCT_94986389d4,BDMAP_00005172
AbdomenCT-1K_Case_00867_0000,BDMAP_00005173
KiTS21_img0118,BDMAP_00005174
autoPET_PETCT_caae8d63f0,BDMAP_00005175
TotalSegmentator_s0686,BDMAP_00005176
TCIAColon_TCIAColon_0169_0_3,BDMAP_00005177
TCIA-CPTAC-PDA_CPTAC-PDA-C3N-02998_0_3,BDMAP_00005178
MSD-Hepatic_hepaticvessel_360,BDMAP_00005179
AMOS_amos_0015,BDMAP_00005180
TotalSegmentator_s1370,BDMAP_00005181
autoPET_PETCT_bdd21f5590,BDMAP_00005182
autoPET_PETCT_7a8a062ed5,BDMAP_00005183
WORD_word_0144,BDMAP_00005184
Decathlon_pancreas_048,BDMAP_00005185
LiTS_liver_34,BDMAP_00005186
MSD-Pancreas_pancreas_417,BDMAP_00005187
autoPET_PETCT_11afab3485,BDMAP_00005188
TCIA-CPTAC-UCEC_CPTAC-UCEC-C3N-00866_3_1,BDMAP_00005189
MSD-Colon_colon_151,BDMAP_00005190
KiTS21_img0110,BDMAP_00005191
KiTS19-21_prediction_00279,BDMAP_00005192
TCGA-STAD_TCGA-STAD-A8DZ_0_1,BDMAP_00005193
autoPET_PETCT_642d6c78d6,BDMAP_00005194
AbdomenCT-1K_Case_00233_0000,BDMAP_00005195
Trauma_Detection_10004_21057,BDMAP_00005196
Trauma_Detection_10004_51033,BDMAP_00005197
Trauma_Detection_10005_18667,BDMAP_00005198
Trauma_Detection_10007_47578,BDMAP_00005199
Trauma_Detection_10026_29700,BDMAP_00005200
Trauma_Detection_10026_42932,BDMAP_00005201
Trauma_Detection_10051_17486,BDMAP_00005202
Trauma_Detection_10051_50172,BDMAP_00005203
Trauma_Detection_10065_37324,BDMAP_00005204
Trauma_Detection_10065_46839,BDMAP_00005205
Trauma_Detection_10082_8139,BDMAP_00005206
Trauma_Detection_10104_27573,BDMAP_00005207
Trauma_Detection_10105_42418,BDMAP_00005208
Trauma_Detection_10124_58500,BDMAP_00005209
Trauma_Detection_10127_1554,BDMAP_00005210
Trauma_Detection_10127_53380,BDMAP_00005211
Trauma_Detection_10132_4816,BDMAP_00005212
Trauma_Detection_10163_17557,BDMAP_00005213
Trauma_Detection_10169_18334,BDMAP_00005214
Trauma_Detection_10172_50253,BDMAP_00005215
Trauma_Detection_10205_65236,BDMAP_00005216
Trauma_Detection_10217_16066,BDMAP_00005217
Trauma_Detection_10228_30522,BDMAP_00005218
Trauma_Detection_10228_40471,BDMAP_00005219
Trauma_Detection_10232_14541,BDMAP_00005220
Trauma_Detection_10232_51162,BDMAP_00005221
Trauma_Detection_10249_2346,BDMAP_00005222
Trauma_Detection_10249_60095,BDMAP_00005223
Trauma_Detection_10275_14254,BDMAP_00005224
Trauma_Detection_10275_37142,BDMAP_00005225
Trauma_Detection_1027_24515,BDMAP_00005226
Trauma_Detection_1027_60982,BDMAP_00005227
Trauma_Detection_10292_14945,BDMAP_00005228
Trauma_Detection_10295_10410,BDMAP_00005229
Trauma_Detection_10300_31085,BDMAP_00005230
Trauma_Detection_10430_47009,BDMAP_00005231
Trauma_Detection_10430_52259,BDMAP_00005232
Trauma_Detection_10443_15679,BDMAP_00005233
Trauma_Detection_10443_4991,BDMAP_00005234
Trauma_Detection_10465_4405,BDMAP_00005235
Trauma_Detection_10465_48503,BDMAP_00005236
Trauma_Detection_10494_65369,BDMAP_00005237
Trauma_Detection_10503_4930,BDMAP_00005238
Trauma_Detection_10503_60534,BDMAP_00005239
Trauma_Detection_10517_21579,BDMAP_00005240
Trauma_Detection_10517_26790,BDMAP_00005241
Trauma_Detection_10550_27106,BDMAP_00005242
Trauma_Detection_10550_44149,BDMAP_00005243
Trauma_Detection_10556_17060,BDMAP_00005244
Trauma_Detection_10557_59654,BDMAP_00005245
Trauma_Detection_10565_16281,BDMAP_00005246
Trauma_Detection_10569_26870,BDMAP_00005247
Trauma_Detection_10569_29394,BDMAP_00005248
Trauma_Detection_1060_29529,BDMAP_00005249
Trauma_Detection_10683_14324,BDMAP_00005250
Trauma_Detection_10683_3716,BDMAP_00005251
Trauma_Detection_10696_62306,BDMAP_00005252
Trauma_Detection_10697_27005,BDMAP_00005253
Trauma_Detection_10697_59033,BDMAP_00005254
Trauma_Detection_10721_48437,BDMAP_00005255
Trauma_Detection_10721_63796,BDMAP_00005256
Trauma_Detection_10746573,BDMAP_00005257
Trauma_Detection_10750314,BDMAP_00005258
Trauma_Detection_10730_15721,BDMAP_00005259
Trauma_Detection_10759_65139,BDMAP_00005260
Trauma_Detection_10762_27788,BDMAP_00005261
Trauma_Detection_10795_38360,BDMAP_00005262
Trauma_Detection_10814_56132,BDMAP_00005263
Trauma_Detection_10852_37069,BDMAP_00005264
Trauma_Detection_10917_30843,BDMAP_00005265
Trauma_Detection_10917_47610,BDMAP_00005266
Trauma_Detection_10925_54600,BDMAP_00005267
Trauma_Detection_10929_34169,BDMAP_00005268
Trauma_Detection_10937_12039,BDMAP_00005269
Trauma_Detection_10937_53000,BDMAP_00005270
Trauma_Detection_10967_3609,BDMAP_00005271
Trauma_Detection_10967_58150,BDMAP_00005272
Trauma_Detection_10981_53877,BDMAP_00005273
Trauma_Detection_10987_5611,BDMAP_00005274
Trauma_Detection_11021_58443,BDMAP_00005275
Trauma_Detection_11030_18685,BDMAP_00005276
Trauma_Detection_11044_37630,BDMAP_00005277
Trauma_Detection_11046_19484,BDMAP_00005278
Trauma_Detection_11046_29137,BDMAP_00005279
Trauma_Detection_11130_8511,BDMAP_00005280
Trauma_Detection_11139_24201,BDMAP_00005281
Trauma_Detection_11139_31481,BDMAP_00005282
Trauma_Detection_11177_13041,BDMAP_00005283
Trauma_Detection_11177_29167,BDMAP_00005284
Trauma_Detection_11217_48987,BDMAP_00005285
Trauma_Detection_11217_54368,BDMAP_00005286
Trauma_Detection_11228997,BDMAP_00005287
Trauma_Detection_1126366,BDMAP_00005288
Trauma_Detection_11301_2703,BDMAP_00005289
Trauma_Detection_11301_57412,BDMAP_00005290
Trauma_Detection_11312_51300,BDMAP_00005291
Trauma_Detection_11313_48992,BDMAP_00005292
Trauma_Detection_11335_24276,BDMAP_00005293
Trauma_Detection_11335_39434,BDMAP_00005294
Trauma_Detection_11361_2204,BDMAP_00005295
Trauma_Detection_11378_16846,BDMAP_00005296
Trauma_Detection_11378_53429,BDMAP_00005297
Trauma_Detection_11379_1126,BDMAP_00005298
Trauma_Detection_11379_28676,BDMAP_00005299
Trauma_Detection_11433_16534,BDMAP_00005300
Trauma_Detection_11433_64815,BDMAP_00005301
Trauma_Detection_11449_1383,BDMAP_00005302
Trauma_Detection_1144_37533,BDMAP_00005303
Trauma_Detection_11452_64202,BDMAP_00005304
Trauma_Detection_11464_48184,BDMAP_00005305
Trauma_Detection_11474_4654,BDMAP_00005306
Trauma_Detection_11479_5547,BDMAP_00005307
Trauma_Detection_11547_6116,BDMAP_00005308
Trauma_Detection_11553_26353,BDMAP_00005309
Trauma_Detection_11578_56112,BDMAP_00005310
Trauma_Detection_11597_17580,BDMAP_00005311
Trauma_Detection_11597_32735,BDMAP_00005312
Trauma_Detection_11604_14609,BDMAP_00005313
Trauma_Detection_11604_51515,BDMAP_00005314
Trauma_Detection_11633_41167,BDMAP_00005315
Trauma_Detection_11652_39013,BDMAP_00005316
Trauma_Detection_11656_37803,BDMAP_00005317
Trauma_Detection_11664_37456,BDMAP_00005318
Trauma_Detection_11682_25954,BDMAP_00005319
Trauma_Detection_11695_20475,BDMAP_00005320
Trauma_Detection_11699_46686,BDMAP_00005321
Trauma_Detection_11699_52851,BDMAP_00005322
Trauma_Detection_11770_11416,BDMAP_00005323
Trauma_Detection_11793_55528,BDMAP_00005324
Trauma_Detection_11803_28720,BDMAP_00005325
Trauma_Detection_11803_57014,BDMAP_00005326
Trauma_Detection_11828_5605,BDMAP_00005327
Trauma_Detection_11829_12057,BDMAP_00005328
Trauma_Detection_11832_34925,BDMAP_00005329
Trauma_Detection_11832_5353,BDMAP_00005330
Trauma_Detection_11834_17000,BDMAP_00005331
Trauma_Detection_11834_57414,BDMAP_00005332
Trauma_Detection_11886_17037,BDMAP_00005333
Trauma_Detection_11886_54658,BDMAP_00005334
Trauma_Detection_11891_13209,BDMAP_00005335
Trauma_Detection_11891_55742,BDMAP_00005336
Trauma_Detection_11908_10773,BDMAP_00005337
Trauma_Detection_11925_33599,BDMAP_00005338
Trauma_Detection_11925_60003,BDMAP_00005339
Trauma_Detection_11927_13991,BDMAP_00005340
Trauma_Detection_1192_39389,BDMAP_00005341
Trauma_Detection_11938_51844,BDMAP_00005342
Trauma_Detection_11938_54660,BDMAP_00005343
Trauma_Detection_12008_42623,BDMAP_00005344
Trauma_Detection_12008_54095,BDMAP_00005345
Trauma_Detection_12011_28841,BDMAP_00005346
Trauma_Detection_12086_16498,BDMAP_00005347
Trauma_Detection_12086_47491,BDMAP_00005348
Trauma_Detection_12138_31965,BDMAP_00005349
Trauma_Detection_12138_39072,BDMAP_00005350
Trauma_Detection_12162_65382,BDMAP_00005351
Trauma_Detection_12181_19063,BDMAP_00005352
Trauma_Detection_12181_64739,BDMAP_00005353
Trauma_Detection_12192_45638,BDMAP_00005354
Trauma_Detection_12192_47364,BDMAP_00005355
Trauma_Detection_12198_37127,BDMAP_00005356
Trauma_Detection_12210_25323,BDMAP_00005357
Trauma_Detection_12258_39773,BDMAP_00005358
Trauma_Detection_12258_57371,BDMAP_00005359
Trauma_Detection_12268_5102,BDMAP_00005360
Trauma_Detection_12271_30378,BDMAP_00005361
Trauma_Detection_12271_5223,BDMAP_00005362
Trauma_Detection_12299_29733,BDMAP_00005363
Trauma_Detection_12299_47275,BDMAP_00005364
Trauma_Detection_121217,BDMAP_00005365
Trauma_Detection_18218,BDMAP_00005366
Trauma_Detection_1230_53360,BDMAP_00005367
Trauma_Detection_12332_15276,BDMAP_00005368
Trauma_Detection_12332_2793,BDMAP_00005369
Trauma_Detection_12347_11403,BDMAP_00005370
Trauma_Detection_12347_54841,BDMAP_00005371
Trauma_Detection_12354_59633,BDMAP_00005372
Trauma_Detection_12358_11810,BDMAP_00005373
Trauma_Detection_12408_30860,BDMAP_00005374
Trauma_Detection_12408_39209,BDMAP_00005375
Trauma_Detection_12416_62482,BDMAP_00005376
Trauma_Detection_12450_13297,BDMAP_00005377
Trauma_Detection_12451_41994,BDMAP_00005378
Trauma_Detection_12485_34212,BDMAP_00005379
Trauma_Detection_12485_8754,BDMAP_00005380
Trauma_Detection_12487_26638,BDMAP_00005381
Trauma_Detection_12487_8913,BDMAP_00005382
Trauma_Detection_1250_56073,BDMAP_00005383
Trauma_Detection_12510_18649,BDMAP_00005384
Trauma_Detection_12510_33610,BDMAP_00005385
Trauma_Detection_12511_59780,BDMAP_00005386
Trauma_Detection_12524336,BDMAP_00005387
Trauma_Detection_12551893,BDMAP_00005388
